_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_mid,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,FORCES,RESISTANCE_ratio_AA,_fsopt_design_id,_fsopt_generation
0.6033333333,0.5105882353,0.4470588235,0.4858823529,0.3796078431,0.07709803922,-2.329411765,0.4235294118,0.5529411765,0.8635294118,0.5950980392,0.368627451,0.4795294118,0.1141176471,0.8968627451,0.9225490196,3.128435,99.64248,03_OPT/00/SobolVicinity_000/DES_00011,1
0.5733333333,0.4447058824,0.5521568627,0.5133333333,0.3388235294,0.072,-3.976470588,0.4549019608,0.4478431373,0.89,0.6235294118,0.3294117647,0.5204705882,0.1121568627,0.8803921569,0.8950980392,0.9460106,99.92479,03_OPT/00/SobolVicinity_000/DES_00012,1
0.7,0.5341176471,0.4925490196,0.4090196078,0.3937254902,0.05262745098,2.282352941,0.5741176471,0.5074509804,0.8688235294,0.5862745098,0.4823529412,0.4668235294,0.1047058824,0.8576470588,0.8568627451,-0.6810467,100.4719,03_OPT/00/SobolVicinity_000/DES_00013,1
0.6366666667,0.4894117647,0.462745098,0.5654901961,0.3654901961,0.06231372549,5.576470588,0.3952941176,0.4776470588,0.8582352941,0.6049019608,0.4078431373,0.5472941176,0.1007843137,0.891372549,0.8754901961,-0.08128781,100.1416,03_OPT/00/SobolVicinity_000/DES_00014,1
0.51,0.5788235294,0.5223529412,0.4611764706,0.3105882353,0.04294117647,-0.8470588235,0.5145098039,0.537254902,0.8794117647,0.5676470588,0.2549019608,0.4936470588,0.108627451,0.8694117647,0.9137254902,-0.1012706,100.0937,03_OPT/00/SobolVicinity_000/DES_00015,1
0.5166666667,0.4941176471,0.5411764706,0.4803921569,0.3215686275,0.05415686275,0.4705882353,0.5835294118,0.5341176471,0.8670588235,0.5931372549,0.4549019608,0.5374117647,0.1023529412,0.8898039216,0.8921568627,0.3036607,99.98354,03_OPT/00/SobolVicinity_000/DES_00016,1
0.6433333333,0.5835294118,0.4815686275,0.5847058824,0.3764705882,0.07352941176,-5.952941176,0.4611764706,0.4745098039,0.8882352941,0.6303921569,0.3019607843,0.4837647059,0.1098039216,0.8678431373,0.8549019608,0.305555,100.2286,03_OPT/00/SobolVicinity_000/DES_00017,1
0.7066666667,0.4494117647,0.4517647059,0.4282352941,0.3482352941,0.04396078431,-2.823529412,0.5239215686,0.5043137255,0.8776470588,0.5745098039,0.2274509804,0.5105882353,0.1137254902,0.8788235294,0.8735294118,-0.7870764,100.5069,03_OPT/00/SobolVicinity_000/DES_00018,1
0.58,0.5388235294,0.511372549,0.5325490196,0.2933333333,0.06384313725,3.6,0.4015686275,0.4431372549,0.8564705882,0.6117647059,0.3764705882,0.4555294118,0.1062745098,0.8560784314,0.9107843137,0.2606355,99.96251,03_OPT/00/SobolVicinity_000/DES_00019,1
0.6133333333,0.4258823529,0.4956862745,0.4529411765,0.3623529412,0.06843137255,1.952941176,0.4925490196,0.5482352941,0.8723529412,0.5647058824,0.3411764706,0.5501176471,0.1043137255,0.8733333333,0.9019607843,1.292397,99.90071,03_OPT/00/SobolVicinity_000/DES_00020,1
0.74,0.5176470588,0.5568627451,0.56,0.3074509804,0.04905882353,-4.305882353,0.6117647059,0.488627451,0.8511764706,0.6019607843,0.4901960784,0.4964705882,0.1117647059,0.8960784314,0.8647058824,-0.6586993,100.1594,03_OPT/00/SobolVicinity_000/DES_00021,1
0.6766666667,0.4729411765,0.5254901961,0.4007843137,0.3341176471,0.07811764706,-1.176470588,0.4329411765,0.5184313725,0.8617647059,0.5833333333,0.4156862745,0.5232941176,0.1078431373,0.8623529412,0.8833333333,1.24323,100.0017,03_OPT/00/SobolVicinity_000/DES_00022,1
0.5466666667,0.5623529412,0.4658823529,0.5078431373,0.3890196078,0.05874509804,5.082352941,0.5521568627,0.4588235294,0.8829411765,0.6215686275,0.2666666667,0.4696470588,0.1003921569,0.8843137255,0.9205882353,0.3466262,99.85248,03_OPT/00/SobolVicinity_000/DES_00023,1
0.5333333333,0.4376470588,0.5035294118,0.5709803922,0.382745098,0.05619607843,1.129411765,0.417254902,0.5560784314,0.87,0.6254901961,0.2078431373,0.4767058824,0.1090196078,0.8984313725,0.868627451,0.07013467,100.2203,03_OPT/00/SobolVicinity_000/DES_00024,1
0.66,0.5270588235,0.4439215686,0.4666666667,0.3278431373,0.07607843137,-5.129411765,0.5364705882,0.4964705882,0.8911764706,0.5882352941,0.3607843137,0.5303529412,0.1015686275,0.8764705882,0.9068627451,1.901851,99.83434,03_OPT/00/SobolVicinity_000/DES_00025,1
0.7233333333,0.4823529412,0.4737254902,0.5188235294,0.2996078431,0.04650980392,-2.0,0.4768627451,0.5262745098,0.8805882353,0.6068627451,0.4352941176,0.4498823529,0.1050980392,0.8874509804,0.9254901961,0.6311902,99.77838,03_OPT/00/SobolVicinity_000/DES_00026,1
0.5966666667,0.5741176471,0.5333333333,0.4145098039,0.3560784314,0.06588235294,4.258823529,0.5960784314,0.4666666667,0.8594117647,0.5696078431,0.2862745098,0.5035294118,0.1125490196,0.8647058824,0.887254902,-0.1180744,100.1449,03_OPT/00/SobolVicinity_000/DES_00027,1
0.5633333333,0.4611764706,0.4580392157,0.5984313725,0.3137254902,0.06129411765,2.776470588,0.5082352941,0.5419607843,0.8752941176,0.6166666667,0.3960784314,0.4894117647,0.1145098039,0.8701960784,0.8598039216,0.3711534,100.1911,03_OPT/00/SobolVicinity_000/DES_00028,1
0.6933333333,0.5505882353,0.5192156863,0.4941176471,0.368627451,0.04192156863,-3.482352941,0.3890196078,0.4807843137,0.8541176471,0.5784313725,0.2470588235,0.5444705882,0.1070588235,0.8929411765,0.8970588235,-0.8078009,100.2967,03_OPT/00/SobolVicinity_000/DES_00029,1
0.6266666667,0.4164705882,0.5490196078,0.5462745098,0.3968627451,0.07098039216,-0.3529411765,0.5678431373,0.5105882353,0.8647058824,0.6352941176,0.3215686275,0.4625882353,0.1031372549,0.8592156863,0.9156862745,1.541289,99.73657,03_OPT/00/SobolVicinity_000/DES_00030,1
0.5,0.5058823529,0.4894117647,0.4419607843,0.3419607843,0.05160784314,5.905882353,0.448627451,0.4509803922,0.8858823529,0.5980392157,0.4705882353,0.5162352941,0.1105882353,0.8819607843,0.8784313725,-0.5644581,100.3379,03_OPT/00/SobolVicinity_000/DES_00031,1
0.5033333333,0.4588235294,0.5129411765,0.5160784314,0.3670588235,0.06537254902,-2.988235294,0.542745098,0.5090196078,0.8517647059,0.5774509804,0.2431372549,0.4851764706,0.102745098,0.86,0.8725490196,-0.2124531,100.3581,03_OPT/00/SobolVicinity_000/DES_00032,1
0.6333333333,0.5482352941,0.4533333333,0.4117647059,0.3121568627,0.046,3.270588235,0.4203921569,0.4494117647,0.8735294118,0.6156862745,0.3921568627,0.5388235294,0.1101960784,0.882745098,0.9098039216,-0.3446355,100.1267,03_OPT/00/SobolVicinity_000/DES_00033,1
0.6966666667,0.4117647059,0.4831372549,0.5682352941,0.3403921569,0.07505882353,0.1411764706,0.6023529412,0.5388235294,0.8841176471,0.5960784314,0.4666666667,0.4583529412,0.1137254902,0.8709803922,0.8911764706,1.982751,99.7349,03_OPT/00/SobolVicinity_000/DES_00034,1
0.5666666667,0.5035294118,0.542745098,0.4639215686,0.3952941176,0.05568627451,-6.117647059,0.48,0.4792156863,0.8623529412,0.6343137255,0.3176470588,0.512,0.1062745098,0.8937254902,0.8539215686,-0.6472488,100.453,03_OPT/00/SobolVicinity_000/DES_00035,1
0.6,0.4352941176,0.4674509804,0.5435294118,0.3262745098,0.05109803922,-1.341176471,0.3921568627,0.5247058824,0.8894117647,0.587254902,0.3529411765,0.4978823529,0.1043137255,0.8882352941,0.881372549,-0.1010205,100.2288,03_OPT/00/SobolVicinity_000/DES_00036,1
0.7266666667,0.5247058824,0.528627451,0.4364705882,0.3811764706,0.07047058824,4.917647059,0.511372549,0.4650980392,0.8676470588,0.6245098039,0.2039215686,0.5529411765,0.1117647059,0.8654901961,0.9196078431,1.402962,99.73347,03_OPT/00/SobolVicinity_000/DES_00037,1
0.6633333333,0.48,0.5584313725,0.5956862745,0.3529411765,0.04090196078,1.788235294,0.4517647059,0.5545098039,0.8570588235,0.568627451,0.2784313725,0.4710588235,0.1082352941,0.8992156863,0.9009803922,-0.3502567,100.0315,03_OPT/00/SobolVicinity_000/DES_00038,1
0.5366666667,0.5694117647,0.4988235294,0.491372549,0.2980392157,0.06078431373,-4.470588235,0.5709803922,0.4949019608,0.8788235294,0.6058823529,0.431372549,0.5247058824,0.1007843137,0.8764705882,0.862745098,-0.0698237,100.2641,03_OPT/00/SobolVicinity_000/DES_00039,1
0.5533333333,0.4235294118,0.5349019608,0.4254901961,0.3058823529,0.06282352941,-2.164705882,0.4674509804,0.5168627451,0.8547058824,0.6009803922,0.4862745098,0.5317647059,0.1090196078,0.8623529412,0.9235294118,1.447484,99.77223,03_OPT/00/SobolVicinity_000/DES_00040,1
0.68,0.5129411765,0.4752941176,0.5298039216,0.3607843137,0.04345098039,4.094117647,0.5866666667,0.457254902,0.8758823529,0.5637254902,0.337254902,0.4781176471,0.1015686275,0.8850980392,0.8862745098,-1.00041,100.4019,03_OPT/00/SobolVicinity_000/DES_00041,1
0.7433333333,0.4682352941,0.4454901961,0.4776470588,0.3874509804,0.07301960784,0.9647058824,0.4047058824,0.5466666667,0.8864705882,0.6196078431,0.262745098,0.5049411765,0.1054901961,0.8741176471,0.8676470588,0.958583,100.1084,03_OPT/00/SobolVicinity_000/DES_00042,1
0.6166666667,0.56,0.5050980392,0.5819607843,0.3325490196,0.0531372549,-5.294117647,0.5270588235,0.4870588235,0.8652941176,0.5823529412,0.4117647059,0.4512941176,0.1129411765,0.8968627451,0.9049019608,-0.0274631,99.89292,03_OPT/00/SobolVicinity_000/DES_00043,1
0.5833333333,0.4917647059,0.4909803922,0.3980392157,0.3749019608,0.05823529412,-0.5176470588,0.6149019608,0.5011764706,0.8917647059,0.6294117647,0.2980392157,0.5458823529,0.1149019608,0.8796078431,0.9147058824,1.089917,99.79734,03_OPT/00/SobolVicinity_000/DES_00044,1
0.71,0.5811764706,0.5505882353,0.5023529412,0.32,0.07760784314,5.741176471,0.4956862745,0.4415686275,0.8705882353,0.5921568627,0.4470588235,0.4922352941,0.1074509804,0.8568627451,0.8774509804,0.6573446,99.98489,03_OPT/00/SobolVicinity_000/DES_00045,1
0.6466666667,0.4470588235,0.5207843137,0.4501960784,0.2917647059,0.04854901961,2.611764706,0.5552941176,0.5325490196,0.86,0.6107843137,0.3725490196,0.5190588235,0.1035294118,0.8905882353,0.8588235294,-0.4872522,100.3793,03_OPT/00/SobolVicinity_000/DES_00046,1
0.52,0.5364705882,0.4611764706,0.5545098039,0.3466666667,0.06792156863,-3.811764706,0.4360784314,0.471372549,0.8811764706,0.5735294118,0.2235294118,0.464,0.1109803922,0.868627451,0.8960784314,0.3225278,100.123,03_OPT/00/SobolVicinity_000/DES_00047,1
0.5133333333,0.4517647059,0.4721568627,0.6011764706,0.3984313725,0.0791372549,3.764705882,0.4894117647,0.4823529412,0.8664705882,0.5892156863,0.4941176471,0.5021176471,0.1003921569,0.8921568627,0.912745098,1.962369,99.6792,03_OPT/00/SobolVicinity_000/DES_00048,1
0.64,0.5411764706,0.5317647059,0.4968627451,0.3435294118,0.05925490196,-2.494117647,0.608627451,0.5435294118,0.8876470588,0.6264705882,0.3450980392,0.4470588235,0.1078431373,0.8694117647,0.8745098039,0.38128,100.0553,03_OPT/00/SobolVicinity_000/DES_00049,1
0.7033333333,0.4964705882,0.5019607843,0.5490196078,0.3152941176,0.06894117647,-5.788235294,0.4298039216,0.4525490196,0.8770588235,0.5705882353,0.2705882353,0.5289411765,0.111372549,0.8811764706,0.8558823529,-0.1301574,100.3731,03_OPT/00/SobolVicinity_000/DES_00050,1
0.5766666667,0.5882352941,0.4423529412,0.4447058824,0.3701960784,0.04956862745,0.6352941176,0.5490196078,0.5137254902,0.8558823529,0.6078431373,0.4196078431,0.4752941176,0.1039215686,0.8584313725,0.8931372549,-0.4188033,100.2107,03_OPT/00/SobolVicinity_000/DES_00051,1
0.6066666667,0.4752941176,0.5474509804,0.5764705882,0.302745098,0.04498039216,5.247058824,0.577254902,0.4980392157,0.8717647059,0.5803921569,0.3058823529,0.5148235294,0.1058823529,0.8756862745,0.9215686275,0.091447,99.89533,03_OPT/00/SobolVicinity_000/DES_00052,1
0.7366666667,0.5647058824,0.4862745098,0.4694117647,0.3576470588,0.06435294118,-1.011764706,0.4580392157,0.5576470588,0.8505882353,0.6176470588,0.4588235294,0.4611764706,0.1133333333,0.8976470588,0.8843137255,0.9695443,99.81099,03_OPT/00/SobolVicinity_000/DES_00053,1
0.6733333333,0.4305882353,0.4564705882,0.5243137255,0.3843137255,0.05466666667,-4.141176471,0.5176470588,0.4682352941,0.8611764706,0.5990196078,0.3843137255,0.5416470588,0.1098039216,0.8639215686,0.8656862745,-0.6122431,100.4174,03_OPT/00/SobolVicinity_000/DES_00054,1
0.5433333333,0.52,0.5176470588,0.417254902,0.3294117647,0.07403921569,2.117647059,0.3984313725,0.5278431373,0.8823529412,0.6362745098,0.231372549,0.488,0.1019607843,0.8866666667,0.9029411765,1.80574,99.89059,03_OPT/00/SobolVicinity_000/DES_00055,1
0.53,0.4870588235,0.448627451,0.4584313725,0.3356862745,0.07149019608,4.588235294,0.5050980392,0.4901960784,0.8694117647,0.631372549,0.2509803922,0.4541176471,0.1105882353,0.8952941176,0.8892156863,0.7515345,99.98049,03_OPT/00/SobolVicinity_000/DES_00056,1
0.6566666667,0.5764705882,0.5098039216,0.562745098,0.3921568627,0.05211764706,-1.835294118,0.382745098,0.551372549,0.8905882353,0.5941176471,0.4,0.5077647059,0.1031372549,0.8725490196,0.9264705882,1.412183,99.76767,03_OPT/00/SobolVicinity_000/DES_00057,1
0.72,0.44,0.5396078431,0.4035294118,0.3639215686,0.06180392157,-4.964705882,0.5647058824,0.4603921569,0.88,0.612745098,0.4784313725,0.4809411765,0.1066666667,0.8835294118,0.9078431373,0.4096172,99.84826,03_OPT/00/SobolVicinity_000/DES_00058,1
0.5933333333,0.5317647059,0.48,0.5105882353,0.3090196078,0.04243137255,1.458823529,0.4423529412,0.52,0.8588235294,0.5754901961,0.3254901961,0.536,0.1141176471,0.8615686275,0.8696078431,-0.7264709,100.5194,03_OPT/00/SobolVicinity_000/DES_00059,1
0.56,0.4188235294,0.5239215686,0.4831372549,0.3498039216,0.04701960784,6.070588235,0.4141176471,0.4760784314,0.8747058824,0.6039215686,0.3647058824,0.4682352941,0.1125490196,0.8670588235,0.8794117647,-0.7117719,100.4277,03_OPT/00/SobolVicinity_000/DES_00060,1
0.6866666667,0.5082352941,0.4643137255,0.5874509804,0.2949019608,0.06690196078,-0.1882352941,0.5333333333,0.5356862745,0.8535294118,0.5656862745,0.2156862745,0.5218823529,0.1050980392,0.8898039216,0.9166666667,1.628379,99.74757,03_OPT/00/SobolVicinity_000/DES_00061,1
0.6233333333,0.4635294118,0.4941176471,0.4309803922,0.3231372549,0.05670588235,-3.317647059,0.4737254902,0.4462745098,0.8641176471,0.6225490196,0.2901960784,0.4950588235,0.1011764706,0.8560784314,0.8980392157,-0.3253438,100.2977,03_OPT/00/SobolVicinity_000/DES_00062,1
0.4966666667,0.5529411765,0.5537254902,0.5352941176,0.3780392157,0.07658823529,2.941176471,0.5929411765,0.5058823529,0.8852941176,0.5843137255,0.4392156863,0.5487058824,0.108627451,0.8780392157,0.8607843137,0.8673243,100.0397,03_OPT/00/SobolVicinity_000/DES_00063,1
0.5,0.4823529412,0.4941176471,0.562745098,0.3137254902,0.07454901961,-1.341176471,0.5458823529,0.4698039216,0.8658823529,0.6137254902,0.3725490196,0.5105882353,0.1050980392,0.8780392157,0.8774509804,0.6669921,100.0411,03_OPT/00/SobolVicinity_000/DES_00064,1
0.6266666667,0.5717647059,0.5537254902,0.4584313725,0.368627451,0.05466666667,5.082352941,0.4266666667,0.5294117647,0.8870588235,0.5754901961,0.2196078431,0.4569411765,0.1125490196,0.8552941176,0.9147058824,0.4643359,99.96675,03_OPT/00/SobolVicinity_000/DES_00065,1
0.69,0.4376470588,0.5239215686,0.5105882353,0.3952941176,0.06435294118,1.788235294,0.6054901961,0.4996078431,0.8764705882,0.6323529412,0.2980392157,0.5374117647,0.108627451,0.8890196078,0.8960784314,0.9113836,99.83178,03_OPT/00/SobolVicinity_000/DES_00066,1
0.5633333333,0.5270588235,0.462745098,0.4062745098,0.3403921569,0.04498039216,-4.470588235,0.4862745098,0.5592156863,0.8547058824,0.5950980392,0.4470588235,0.4837647059,0.1011764706,0.8662745098,0.8588235294,-0.6658409,100.5776,03_OPT/00/SobolVicinity_000/DES_00067,1
0.5933333333,0.4141176471,0.5380392157,0.5901960784,0.3811764706,0.05007843137,-2.823529412,0.3984313725,0.4541176471,0.8817647059,0.6225490196,0.2588235294,0.5247058824,0.1031372549,0.8607843137,0.887254902,-0.4845909,100.3643,03_OPT/00/SobolVicinity_000/DES_00068,1
0.72,0.5035294118,0.4784313725,0.4858823529,0.3262745098,0.06945098039,3.435294118,0.5176470588,0.5137254902,0.86,0.5852941176,0.4078431373,0.4710588235,0.1105882353,0.8835294118,0.9245098039,2.020573,99.60304,03_OPT/00/SobolVicinity_000/DES_00069,1
0.6566666667,0.4588235294,0.448627451,0.5380392157,0.2996078431,0.05976470588,0.3058823529,0.4580392157,0.4839215686,0.8711764706,0.6039215686,0.4823529412,0.5515294118,0.1145098039,0.8725490196,0.9058823529,0.8561995,99.8602,03_OPT/00/SobolVicinity_000/DES_00070,1
0.53,0.5482352941,0.5082352941,0.4337254902,0.3545098039,0.0791372549,-5.952941176,0.577254902,0.5435294118,0.8923529412,0.5666666667,0.3333333333,0.4978823529,0.1070588235,0.8945098039,0.868627451,1.245034,100.0844,03_OPT/00/SobolVicinity_000/DES_00071,1
0.5466666667,0.4470588235,0.4564705882,0.4996078431,0.3607843137,0.07658823529,-0.5176470588,0.4423529412,0.4462745098,0.8629411765,0.5715686275,0.2784313725,0.4498823529,0.1133333333,0.8866666667,0.9196078431,1.067529,99.8337,03_OPT/00/SobolVicinity_000/DES_00072,1
0.6733333333,0.5388235294,0.5160784314,0.6039215686,0.3058823529,0.05721568627,5.741176471,0.5615686275,0.5058823529,0.8841176471,0.6088235294,0.4274509804,0.5035294118,0.1058823529,0.8639215686,0.8823529412,0.3323686,100.0098,03_OPT/00/SobolVicinity_000/DES_00073,1
0.7366666667,0.4941176471,0.5458823529,0.4447058824,0.3341176471,0.06690196078,2.611764706,0.382745098,0.4760784314,0.8735294118,0.5901960784,0.3529411765,0.4767058824,0.1023529412,0.8976470588,0.8637254902,-0.1155399,100.2399,03_OPT/00/SobolVicinity_000/DES_00074,1
0.61,0.5835294118,0.4862745098,0.5517647059,0.3890196078,0.04752941176,-3.647058824,0.5019607843,0.537254902,0.8523529412,0.6274509804,0.2039215686,0.5317647059,0.1098039216,0.8749019608,0.9009803922,0.003453937,100.0379,03_OPT/00/SobolVicinity_000/DES_00075,1
0.5766666667,0.4705882353,0.5003921569,0.4721568627,0.32,0.04243137255,-2.0,0.5929411765,0.4619607843,0.8788235294,0.5990196078,0.4666666667,0.464,0.1078431373,0.8584313725,0.9107843137,-0.5394438,100.1576,03_OPT/00/SobolVicinity_000/DES_00076,1
0.7066666667,0.56,0.4407843137,0.5764705882,0.3749019608,0.06231372549,4.258823529,0.4705882353,0.5215686275,0.8576470588,0.637254902,0.3137254902,0.5176470588,0.1003921569,0.8803921569,0.8725490196,0.2292025,100.0809,03_OPT/00/SobolVicinity_000/DES_00077,1
0.6433333333,0.4258823529,0.4705882353,0.42,0.3482352941,0.05262745098,1.129411765,0.5333333333,0.4917647059,0.8682352941,0.5803921569,0.2392156863,0.4908235294,0.1039215686,0.8694117647,0.8539215686,-0.7825771,100.699,03_OPT/00/SobolVicinity_000/DES_00078,1
0.5133333333,0.5152941176,0.5301960784,0.5243137255,0.2933333333,0.072,-5.294117647,0.4109803922,0.551372549,0.8894117647,0.618627451,0.3882352941,0.5444705882,0.1117647059,0.8921568627,0.8921568627,2.332009,99.8393,03_OPT/00/SobolVicinity_000/DES_00079,1
0.5233333333,0.4305882353,0.5192156863,0.5298039216,0.3435294118,0.06078431373,5.411764706,0.48,0.5560784314,0.8588235294,0.6205882353,0.2862745098,0.4738823529,0.1074509804,0.8678431373,0.9176470588,1.333713,99.81182,03_OPT/00/SobolVicinity_000/DES_00080,1
0.65,0.52,0.4596078431,0.4254901961,0.3984313725,0.04141176471,-0.8470588235,0.5992156863,0.4949019608,0.88,0.5833333333,0.4352941176,0.5275294118,0.1149019608,0.8905882353,0.8803921569,-0.7795391,100.3124,03_OPT/00/SobolVicinity_000/DES_00081,1
0.7133333333,0.4752941176,0.4894117647,0.5847058824,0.3717647059,0.07047058824,-3.976470588,0.4203921569,0.5247058824,0.8905882353,0.6019607843,0.3607843137,0.4470588235,0.1109803922,0.8568627451,0.8617647059,0.5484794,100.1599,03_OPT/00/SobolVicinity_000/DES_00082,1
0.5866666667,0.5670588235,0.5490196078,0.4776470588,0.3168627451,0.05109803922,2.282352941,0.5396078431,0.4650980392,0.8694117647,0.5647058824,0.2117647059,0.5007058824,0.1035294118,0.8796078431,0.8990196078,-0.5671963,100.2256,03_OPT/00/SobolVicinity_000/DES_00083,1
0.6166666667,0.4988235294,0.4439215686,0.5050980392,0.3576470588,0.05619607843,3.764705882,0.5678431373,0.5403921569,0.8852941176,0.6107843137,0.4745098039,0.488,0.1015686275,0.8960784314,0.9264705882,1.630791,99.60223,03_OPT/00/SobolVicinity_000/DES_00084,1
0.7466666667,0.5882352941,0.5050980392,0.4007843137,0.302745098,0.07556862745,-2.494117647,0.448627451,0.4807843137,0.8641176471,0.5735294118,0.3254901961,0.5416470588,0.1094117647,0.8733333333,0.8892156863,1.050096,99.99384,03_OPT/00/SobolVicinity_000/DES_00085,1
0.6833333333,0.4541176471,0.5349019608,0.557254902,0.3309803922,0.04650980392,-5.623529412,0.5082352941,0.5105882353,0.8535294118,0.6294117647,0.2509803922,0.4597647059,0.1129411765,0.8850980392,0.8705882353,-0.6672621,100.3059,03_OPT/00/SobolVicinity_000/DES_00086,1
