_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_end,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,FORCES,RTRWPMIX,ct_ffw_HP01_value,_fsopt_design_id,_fsopt_generation
0.8674509804,0.484,0.4274509804,0.472,0.03450980392,0.1433333333,-12.37647059,0.3796078431,0.4823529412,0.9312941176,0.5439215686,0.8903921569,0.7223529412,0.1105882353,0.9,0.8417647059,1.108979,0.9451324,7.35933,03_OPT/00/NSGA1_000/DES_00011,1
0.9949019608,0.488,0.4058823529,0.494,0.0831372549,0.1421568627,-0.6823529412,0.4925490196,0.5764705882,0.9289411765,0.5674509804,0.9164705882,0.7,0.1094117647,0.9049019608,0.8505882353,2.273519,2.420316,7.44877,03_OPT/00/NSGA1_000/DES_00012,1
0.8419607843,0.492,0.4666666667,0.444,0.1976470588,0.147254902,1.129411765,0.3921568627,0.5694117647,0.9392941176,0.5243137255,0.8307843137,0.6917647059,0.111372549,0.8843137255,0.8364705882,1.231201,1.202033,7.26455,03_OPT/00/NSGA1_000/DES_00013,1
0.9260784314,0.466,0.4549019608,0.436,0.01725490196,0.1378431373,-2.164705882,0.6243137255,0.4376470588,0.9449411765,0.5643137255,0.9350980392,0.68,0.1156862745,0.8950980392,0.85,1.259608,1.091538,7.44002,03_OPT/00/NSGA1_000/DES_00014,1
0.8878431373,0.42,0.4647058824,0.452,0.09568627451,0.1390196078,1.788235294,0.5270588235,0.5811764706,0.9463529412,0.602745098,0.9239215686,0.7505882353,0.1019607843,0.8931372549,0.8305882353,1.32993,1.631802,7.25489,03_OPT/00/NSGA1_000/DES_00015,1
0.8623529412,0.5,0.4568627451,0.496,0.0831372549,0.1445098039,-5.623529412,0.4580392157,0.4023529412,0.9247058824,0.5807843137,0.9462745098,0.7352941176,0.1039215686,0.8549019608,0.8452941176,0.6653517,0.7245864,7.33029,03_OPT/00/NSGA1_000/DES_00016,1
0.8394117647,0.494,0.4960784314,0.502,0.128627451,0.1464705882,-2.823529412,0.4862745098,0.5317647059,0.9548235294,0.5211764706,0.8047058824,0.7094117647,0.1160784314,0.9323529412,0.8094117647,1.005236,0.8762407,7.15889,03_OPT/00/NSGA1_000/DES_00017,1
0.9592156863,0.486,0.4647058824,0.45,0.1505882353,0.1378431373,2.611764706,0.4643137255,0.3882352941,0.912,0.5392156863,0.8903921569,0.7,0.1152941176,0.8705882353,0.8394117647,0.2112801,0.256596,7.29255,03_OPT/00/NSGA1_000/DES_00018,1
0.8547058824,0.482,0.4058823529,0.502,0.1160784314,0.1378431373,-2.988235294,0.4360784314,0.48,0.9468235294,0.5815686275,0.8494117647,0.7223529412,0.1015686275,0.9362745098,0.8358823529,0.9283211,1.001594,7.36801,03_OPT/00/NSGA1_000/DES_00019,1
0.7833333333,0.468,0.4666666667,0.408,0.09882352941,0.1488235294,0.4705882353,0.5396078431,0.4729411765,0.9294117647,0.5721568627,0.8568627451,0.7129411765,0.1062745098,0.9137254902,0.8411764706,1.474277,1.444318,7.36618,03_OPT/00/NSGA1_000/DES_00020,1
0.8190196078,0.468,0.4294117647,0.508,0.05490196078,0.1452941176,6.070588235,0.5866666667,0.5364705882,0.9228235294,0.5525490196,0.9164705882,0.6988235294,0.1105882353,0.9205882353,0.8405882353,1.954827,2.001435,7.40244,03_OPT/00/NSGA1_000/DES_00021,1
0.8190196078,0.398,0.4725490196,0.438,0.1788235294,0.1445098039,-4.964705882,0.5552941176,0.3058823529,0.9162352941,0.5588235294,0.7860784314,0.6647058824,0.1137254902,0.9205882353,0.8347058824,0.1181563,-0.05811621,7.32311,03_OPT/00/NSGA1_000/DES_00022,1
0.8725490196,0.468,0.4666666667,0.46,0.1192156863,0.1362745098,1.294117647,0.6368627451,0.4847058824,0.9162352941,0.5596078431,0.9388235294,0.6623529412,0.1137254902,0.8960784314,0.8247058824,0.4589393,0.3815743,7.23309,03_OPT/00/NSGA1_000/DES_00023,1
0.9362745098,0.482,0.4431372549,0.48,0.1098039216,0.1311764706,2.611764706,0.5835294118,0.44,0.9468235294,0.5556862745,0.8754901961,0.7023529412,0.122745098,0.9480392157,0.8164705882,0.3831223,0.4466389,7.29643,03_OPT/00/NSGA1_000/DES_00024,1
0.7603921569,0.484,0.4509803922,0.494,0.007843137255,0.1398039216,1.129411765,0.4392156863,0.5647058824,0.9247058824,0.5556862745,0.8419607843,0.6988235294,0.1078431373,0.9450980392,0.8294117647,1.708562,1.585113,7.3519,03_OPT/00/NSGA1_000/DES_00025,1
0.9668627451,0.482,0.4588235294,0.47,0.04705882353,0.147254902,-1.835294118,0.5615686275,0.4470588235,0.9496470588,0.5807843137,0.6445098039,0.6952941176,0.1054901961,0.9147058824,0.8347058824,1.24917,1.059519,7.24772,03_OPT/00/NSGA1_000/DES_00026,1
0.9337254902,0.466,0.4588235294,0.464,0.02823529412,0.1441176471,-1.011764706,0.542745098,0.4917647059,0.9383529412,0.5580392157,0.8196078431,0.7011764706,0.1062745098,0.8960784314,0.8211764706,0.9254418,0.7588482,7.15102,03_OPT/00/NSGA1_000/DES_00027,1
0.8954901961,0.448,0.4745098039,0.438,0.128627451,0.1417647059,-0.5176470588,0.6149019608,0.5082352941,0.9312941176,0.5549019608,0.8270588235,0.6905882353,0.1011764706,0.8656862745,0.8476470588,0.9427471,0.87088,7.30998,03_OPT/00/NSGA1_000/DES_00028,1
0.9184313725,0.442,0.4549019608,0.496,0.1066666667,0.1496078431,5.576470588,0.3701960784,0.5764705882,0.9228235294,0.5478431373,0.8307843137,0.7094117647,0.1,0.9147058824,0.8447058824,2.224269,2.231114,7.37856,03_OPT/00/NSGA1_000/DES_00029,1
0.987254902,0.48,0.4039215686,0.484,0.1317647059,0.1433333333,-0.1882352941,0.5207843137,0.5176470588,0.9345882353,0.5352941176,0.8456862745,0.7047058824,0.1156862745,0.8970588235,0.8417647059,1.402757,1.430905,7.34569,03_OPT/00/NSGA1_000/DES_00030,1
0.8317647059,0.498,0.4509803922,0.506,0.1270588235,0.1476470588,1.294117647,0.5803921569,0.5317647059,0.9383529412,0.5705882353,0.76,0.6282352941,0.1066666667,0.8696078431,0.8382352941,1.249845,0.9279727,7.21744,03_OPT/00/NSGA1_000/DES_00031,1
0.8852941176,0.486,0.4705882353,0.458,0.05960784314,0.1464705882,-3.317647059,0.671372549,0.52,0.9129411765,0.5611764706,0.8866666667,0.72,0.1003921569,0.8950980392,0.8370588235,1.352751,1.332713,7.29553,03_OPT/00/NSGA1_000/DES_00032,1
0.9184313725,0.368,0.468627451,0.422,0.1552941176,0.1480392157,1.788235294,0.5270588235,0.5082352941,0.9101176471,0.5196078431,0.8978431373,0.7729411765,0.1050980392,0.9,0.8511764706,1.523545,1.765711,7.43137,03_OPT/00/NSGA1_000/DES_00033,1
0.9209803922,0.448,0.4784313725,0.494,0.09254901961,0.1433333333,3.435294118,0.4643137255,0.5129411765,0.9251764706,0.5321568627,0.9239215686,0.7494117647,0.1196078431,0.8892156863,0.8335294118,1.268216,1.439499,7.29535,03_OPT/00/NSGA1_000/DES_00034,1
0.8292156863,0.46,0.4725490196,0.434,0.111372549,0.1429411765,6.4,0.1882352941,0.4988235294,0.9468235294,0.5384313725,0.9164705882,0.7411764706,0.1011764706,0.8647058824,0.8364705882,0.7752648,0.8443543,7.25475,03_OPT/00/NSGA1_000/DES_00035,1
0.8011764706,0.464,0.4803921569,0.494,0.1207843137,0.1358823529,0.8,0.577254902,0.5858823529,0.9388235294,0.557254902,0.8903921569,0.7164705882,0.1050980392,0.9568627451,0.8176470588,1.179326,1.273368,7.29477,03_OPT/00/NSGA1_000/DES_00036,1
0.87,0.472,0.4450980392,0.48,0.09098039216,0.138627451,-3.482352941,0.5709803922,0.4964705882,0.9232941176,0.5807843137,0.9090196078,0.7235294118,0.1078431373,0.9098039216,0.8117647059,0.4297236,0.4958554,7.13558,03_OPT/00/NSGA1_000/DES_00037,1
0.857254902,0.494,0.468627451,0.388,0.06274509804,0.1468627451,3.929411765,0.5301960784,0.5035294118,0.9298823529,0.5360784314,0.9052941176,0.7047058824,0.1031372549,0.9460784314,0.8505882353,2.257361,2.176448,7.53334,03_OPT/00/NSGA1_000/DES_00038,1
0.811372549,0.454,0.4725490196,0.478,0.1066666667,0.1405882353,2.776470588,0.5615686275,0.5741176471,0.92,0.5650980392,0.9239215686,0.6917647059,0.1156862745,0.9107843137,0.8352941176,1.581162,1.711251,7.34761,03_OPT/00/NSGA1_000/DES_00039,1
0.9158823529,0.47,0.462745098,0.47,0.128627451,0.1456862745,4.258823529,0.4705882353,0.3858823529,0.9383529412,0.5823529412,0.9239215686,0.6705882353,0.1019607843,0.8921568627,0.8347058824,0.640693,0.491852,7.287,03_OPT/00/NSGA1_000/DES_00040,1
0.9337254902,0.482,0.4647058824,0.436,0.04705882353,0.1354901961,2.611764706,0.5176470588,0.4188235294,0.9416470588,0.5839215686,0.9425490196,0.6705882353,0.1211764706,0.8745098039,0.8452941176,0.8408728,0.7301087,7.37488,03_OPT/00/NSGA1_000/DES_00041,1
0.9031372549,0.494,0.4607843137,0.428,0.1129411765,0.1445098039,-6.282352941,0.5866666667,0.5011764706,0.9143529412,0.5250980392,0.9090196078,0.7094117647,0.1050980392,0.8990196078,0.8264705882,0.7278123,0.6334339,7.23054,03_OPT/00/NSGA1_000/DES_00042,1
0.9464705882,0.44,0.468627451,0.456,0.1145098039,0.1433333333,-4.8,0.4831372549,0.4823529412,0.9388235294,0.5352941176,0.797254902,0.7023529412,0.1003921569,0.9529411765,0.8382352941,1.292666,1.136267,7.42257,03_OPT/00/NSGA1_000/DES_00043,1
0.87,0.466,0.4941176471,0.498,0.1066666667,0.1394117647,3.105882353,0.4768627451,0.4611764706,0.9256470588,0.5415686275,0.9462745098,0.6847058824,0.1223529412,0.8823529412,0.8270588235,0.6200024,0.5812174,7.24164,03_OPT/00/NSGA1_000/DES_00044,1
0.8496078431,0.492,0.4019607843,0.488,0.1145098039,0.1456862745,3.6,0.5176470588,0.4188235294,0.9190588235,0.5745098039,0.8792156863,0.6705882353,0.108627451,0.8774509804,0.8305882353,0.5126809,0.396379,7.21898,03_OPT/00/NSGA1_000/DES_00045,1
0.9260784314,0.364,0.4764705882,0.476,0.08784313725,0.1358823529,-5.788235294,0.6180392157,0.5505882353,0.9068235294,0.5674509804,0.8270588235,0.6952941176,0.1039215686,0.8784313725,0.8170588235,0.3404525,0.317815,7.08276,03_OPT/00/NSGA1_000/DES_00046,1
0.9311764706,0.482,0.4843137255,0.462,0.1521568627,0.1425490196,1.952941176,0.4203921569,0.5152941176,0.9458823529,0.5596078431,0.9090196078,0.7082352941,0.1105882353,0.8784313725,0.8029411765,0.2929157,0.3639412,7.00846,03_OPT/00/NSGA1_000/DES_00047,1
0.8674509804,0.472,0.4490196078,0.412,0.1552941176,0.1370588235,-0.8470588235,0.4611764706,0.4211764706,0.9256470588,0.5549019608,0.9425490196,0.6847058824,0.1109803922,0.9323529412,0.8247058824,0.2649472,0.1992014,7.30811,03_OPT/00/NSGA1_000/DES_00048,1
0.9056862745,0.47,0.4745098039,0.474,0.05647058824,0.1496078431,2.776470588,0.511372549,0.5952941176,0.9152941176,0.5533333333,0.8419607843,0.6941176471,0.1066666667,0.8696078431,0.8617647059,2.84144,2.906261,7.44547,03_OPT/00/NSGA1_000/DES_00049,1
0.9260784314,0.466,0.4549019608,0.436,0.01725490196,0.1433333333,-1.835294118,0.6243137255,0.48,0.9449411765,0.5643137255,0.8866666667,0.68,0.1156862745,0.8950980392,0.85,1.836097,1.687829,7.42326,03_OPT/00/NSGA1_000/DES_00050,1
0.8929411765,0.484,0.3431372549,0.45,0.1396078431,0.1366666667,-2.494117647,0.5270588235,0.4776470588,0.9185882353,0.5549019608,0.7152941176,0.6976470588,0.1066666667,0.887254902,0.8058823529,-0.07450411,-0.09431342,6.96911,03_OPT/00/NSGA1_000/DES_00051,1
0.9056862745,0.44,0.4843137255,0.452,0.1725490196,0.1374509804,-0.8470588235,0.3921568627,0.4870588235,0.9176470588,0.5337254902,0.8121568627,0.7023529412,0.1149019608,0.8715686275,0.8029411765,-0.1176526,-0.06196547,6.96356,03_OPT/00/NSGA1_000/DES_00052,1
0.9643137255,0.508,0.4039215686,0.492,0.1364705882,0.1331372549,8.047058824,0.5176470588,0.4211764706,0.9148235294,0.5580392157,0.7711764706,0.6682352941,0.1290196078,0.8745098039,0.8111764706,-0.1104536,-0.05383548,7.04174,03_OPT/00/NSGA1_000/DES_00053,1
0.8598039216,0.404,0.3588235294,0.474,0.1537254902,0.138627451,5.411764706,0.5270588235,0.3788235294,0.9049411765,0.5478431373,0.7264705882,0.6870588235,0.1184313725,0.881372549,0.82,-0.1525042,-0.1131377,7.09517,03_OPT/00/NSGA1_000/DES_00054,1
0.8215686275,0.414,0.4666666667,0.506,0.1239215686,0.1401960784,4.752941176,0.5521568627,0.4470588235,0.9388235294,0.5611764706,0.8084313725,0.6717647059,0.1023529412,0.8588235294,0.8205882353,0.09761346,0.04070351,7.06939,03_OPT/00/NSGA1_000/DES_00055,1
0.8878431373,0.462,0.4254901961,0.442,0.1631372549,0.1366666667,3.270588235,0.3952941176,0.5835294118,0.9171764706,0.5447058824,0.6445098039,0.6294117647,0.1003921569,0.8803921569,0.8047058824,0.1744438,-0.1208025,6.90718,03_OPT/00/NSGA1_000/DES_00056,1
0.9719607843,0.458,0.4823529412,0.48,0.1866666667,0.1264705882,0.1411764706,0.577254902,0.4847058824,0.9209411765,0.58,0.778627451,0.6988235294,0.1117647059,0.9039215686,0.8229411765,-0.06394059,0.1053798,7.17794,03_OPT/00/NSGA1_000/DES_00057,1
0.9158823529,0.482,0.468627451,0.5,0.24,0.1249019608,0.3058823529,0.3890196078,0.4094117647,0.9077647059,0.571372549,0.8568627451,0.7011764706,0.1094117647,0.8833333333,0.8447058824,-0.3072128,-0.05972663,7.33763,03_OPT/00/NSGA1_000/DES_00058,1
0.7221568627,0.454,0.4745098039,0.442,0.1003921569,0.1323529412,1.294117647,0.5396078431,0.4729411765,0.9214117647,0.5792156863,0.7823529412,0.7152941176,0.1035294118,0.8852941176,0.8288235294,0.1205351,0.2274593,7.17398,03_OPT/00/NSGA1_000/DES_00059,1
0.87,0.476,0.4901960784,0.436,0.07529411765,0.1362745098,9.364705882,0.351372549,0.5623529412,0.9247058824,0.5376470588,0.7339215686,0.7094117647,0.1109803922,0.9225490196,0.8411764706,1.426385,1.476655,7.36161,03_OPT/00/NSGA1_000/DES_00060,1
0.8317647059,0.402,0.4294117647,0.476,0.09098039216,0.1378431373,0.9647058824,0.5615686275,0.4564705882,0.9138823529,0.5125490196,0.8531372549,0.7211764706,0.108627451,0.9068627451,0.8411764706,0.6253347,0.6157201,7.35345,03_OPT/00/NSGA1_000/DES_00061,1
0.8394117647,0.478,0.4647058824,0.466,0.1725490196,0.1319607843,4.588235294,0.5615686275,0.3882352941,0.9007058824,0.5580392157,0.6109803922,0.6435294118,0.1015686275,0.8823529412,0.8223529412,-0.3367079,-0.5187487,7.04516,03_OPT/00/NSGA1_000/DES_00062,1
0.9056862745,0.402,0.431372549,0.444,0.1741176471,0.1143137255,4.094117647,0.417254902,0.5247058824,0.9270588235,0.5784313725,0.5849019608,0.7211764706,0.102745098,0.9254901961,0.8258823529,-0.3245952,-0.06376737,7.18418,03_OPT/00/NSGA1_000/DES_00063,1
0.8980392157,0.482,0.4862745098,0.48,0.1866666667,0.1358823529,4.423529412,0.4235294118,0.3129411765,0.9331764706,0.5619607843,0.8568627451,0.7270588235,0.1098039216,0.8676470588,0.8388235294,-0.1880695,0.02648611,7.26271,03_OPT/00/NSGA1_000/DES_00064,1
0.7705882353,0.416,0.4941176471,0.372,0.1301960784,0.1358823529,7.388235294,0.4611764706,0.3505882353,0.9148235294,0.5643137255,0.741372549,0.6752941176,0.1062745098,0.8715686275,0.83,-0.1987652,-0.2282939,7.14506,03_OPT/00/NSGA1_000/DES_00065,1
0.8317647059,0.49,0.4862745098,0.456,0.1898039216,0.1343137255,6.070588235,0.4768627451,0.5270588235,0.9157647059,0.5533333333,0.7078431373,0.6705882353,0.1219607843,0.9333333333,0.8276470588,0.5350752,0.5759349,7.30391,03_OPT/00/NSGA1_000/DES_00066,1
0.8954901961,0.476,0.4764705882,0.502,0.1882352941,0.1335294118,8.211764706,0.5082352941,0.5341176471,0.9190588235,0.5415686275,0.8456862745,0.6670588235,0.1207843137,0.912745098,0.8241176471,0.4249962,0.4747171,7.24631,03_OPT/00/NSGA1_000/DES_00067,1
0.8470588235,0.474,0.4333333333,0.492,0.2054901961,0.138627451,4.588235294,0.4141176471,0.5058823529,0.92,0.5290196078,0.5923529412,0.6611764706,0.1047058824,0.9205882353,0.8205882353,0.2798977,0.1261772,7.13182,03_OPT/00/NSGA1_000/DES_00068,1
0.7374509804,0.414,0.3647058824,0.484,0.06745098039,0.1441176471,5.905882353,0.4831372549,0.4705882353,0.9115294118,0.5768627451,0.6556862745,0.7270588235,0.1011764706,0.8941176471,0.8376470588,0.7372557,0.7652569,7.21399,03_OPT/00/NSGA1_000/DES_00069,1
0.9464705882,0.504,0.4901960784,0.438,0.2196078431,0.1229411765,6.564705882,0.5741176471,0.5317647059,0.8922352941,0.5188235294,0.6929411765,0.6976470588,0.1015686275,0.9019607843,0.8158823529,-0.4338472,-0.3191327,7.06787,03_OPT/00/NSGA1_000/DES_00070,1
0.8980392157,0.474,0.4862745098,0.454,0.191372549,0.1221568627,10.35294118,0.3764705882,0.48,0.9364705882,0.557254902,0.6296078431,0.6882352941,0.1180392157,0.8950980392,0.8358823529,-0.1490689,0.04647026,7.22374,03_OPT/00/NSGA1_000/DES_00071,1
0.9235294118,0.444,0.4745098039,0.506,0.1380392157,0.1252941176,3.6,0.5678431373,0.4752941176,0.9110588235,0.5705882353,0.6035294118,0.7364705882,0.1101960784,0.9019607843,0.8164705882,-0.2299751,0.0336528,7.05874,03_OPT/00/NSGA1_000/DES_00072,1
0.6992156863,0.414,0.4529411765,0.456,0.1490196078,0.1398039216,4.917647059,0.5239215686,0.5505882353,0.9256470588,0.5494117647,0.8717647059,0.7223529412,0.1058823529,0.9039215686,0.8511764706,1.391416,1.585686,7.43131,03_OPT/00/NSGA1_000/DES_00073,1
0.6941176471,0.47,0.462745098,0.478,0.1945098039,0.1394117647,5.905882353,0.417254902,0.52,0.9298823529,0.5752941176,0.741372549,0.6564705882,0.1070588235,0.8735294118,0.8194117647,0.1595306,0.09166715,7.06279,03_OPT/00/NSGA1_000/DES_00074,1
0.8929411765,0.384,0.4725490196,0.492,0.1207843137,0.1280392157,0.9647058824,0.5176470588,0.4964705882,0.9294117647,0.5298039216,0.5923529412,0.7105882353,0.1188235294,0.8647058824,0.8270588235,-0.03792443,0.0868901,7.06584,03_OPT/00/NSGA1_000/DES_00075,1
0.9821568627,0.442,0.437254902,0.458,0.1098039216,0.1460784314,3.105882353,0.4078431373,0.5247058824,0.9275294118,0.5721568627,0.8047058824,0.6858823529,0.1007843137,0.9303921569,0.8194117647,1.100079,0.8615535,7.20295,03_OPT/00/NSGA1_000/DES_00076,1
0.7552941176,0.49,0.3862745098,0.482,0.2164705882,0.1229411765,1.623529412,0.4360784314,0.4376470588,0.9115294118,0.5596078431,0.722745098,0.7117647059,0.1011764706,0.8647058824,0.8252941176,-0.6256804,-0.3631495,7.07965,03_OPT/00/NSGA1_000/DES_00077,1
0.8674509804,0.482,0.4156862745,0.442,0.208627451,0.1315686275,2.776470588,0.4894117647,0.4352941176,0.912,0.5329411765,0.6892156863,0.7270588235,0.117254902,0.9049019608,0.8447058824,0.04984252,0.2885902,7.34059,03_OPT/00/NSGA1_000/DES_00078,1
0.8598039216,0.478,0.4725490196,0.424,0.2431372549,0.1433333333,7.058823529,0.417254902,0.3670588235,0.9242352941,0.5564705882,0.8009803922,0.7223529412,0.1011764706,0.9225490196,0.8158823529,-0.2431455,-0.07883727,7.15328,03_OPT/00/NSGA1_000/DES_00079,1
0.8215686275,0.488,0.437254902,0.478,0.1803921569,0.138627451,5.247058824,0.48,0.4258823529,0.9336470588,0.5643137255,0.6966666667,0.7282352941,0.1082352941,0.8921568627,0.8211764706,-0.04960482,0.1319787,7.10119,03_OPT/00/NSGA1_000/DES_00080,1
0.9566666667,0.43,0.4352941176,0.456,0.1019607843,0.1433333333,-0.6823529412,0.4203921569,0.5576470588,0.9265882353,0.5831372549,0.7301960784,0.6623529412,0.1188235294,0.9264705882,0.8282352941,1.555939,1.397822,7.28371,03_OPT/00/NSGA1_000/DES_00081,1
0.8394117647,0.474,0.462745098,0.498,0.191372549,0.1409803922,10.84705882,0.3356862745,0.5223529412,0.9171764706,0.5635294118,0.6296078431,0.7011764706,0.1160784314,0.8823529412,0.8452941176,0.7540533,0.8564412,7.26523,03_OPT/00/NSGA1_000/DES_00082,1
0.928627451,0.43,0.4078431373,0.446,0.1223529412,0.1307843137,2.941176471,0.5647058824,0.5741176471,0.9134117647,0.5329411765,0.8382352941,0.6858823529,0.1039215686,0.9549019608,0.8247058824,0.7667886,0.6951397,7.33393,03_OPT/00/NSGA1_000/DES_00083,1
0.8980392157,0.472,0.4882352941,0.434,0.2180392157,0.1437254902,3.435294118,0.6054901961,0.4211764706,0.912,0.5274509804,0.7525490196,0.6423529412,0.1047058824,0.912745098,0.8352941176,0.2668226,0.07696492,7.27966,03_OPT/00/NSGA1_000/DES_00084,1
0.74,0.482,0.4156862745,0.442,0.1866666667,0.1280392157,2.941176471,0.4862745098,0.4635294118,0.9256470588,0.5870588235,0.7078431373,0.6670588235,0.1074509804,0.9049019608,0.8205882353,-0.2234095,-0.1863681,7.1297,03_OPT/00/NSGA1_000/DES_00085,1
0.882745098,0.454,0.4333333333,0.428,0.1349019608,0.1331372549,3.105882353,0.3764705882,0.4611764706,0.9275294118,0.5643137255,0.5550980392,0.7011764706,0.1231372549,0.8833333333,0.81,-0.07784916,-0.03955814,6.96458,03_OPT/00/NSGA1_000/DES_00086,1
0.9464705882,0.49,0.3803921569,0.484,0.09098039216,0.132745098,4.917647059,0.5835294118,0.4635294118,0.9223529412,0.5298039216,0.7041176471,0.7305882353,0.1125490196,0.8392156863,0.8076470588,-0.2308508,-0.04129601,6.8982,03_OPT/00/NSGA1_000/DES_00087,1
